Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1730394320.9588697,4176,1730394320,958654403,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394320.9691913,4177,1730394320,968707323,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.009787,4178,1730394321,9290218,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.0401006,4179,1730394321,39776086,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.0716403,4180,1730394321,71383953,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.1092987,4181,1730394321,109087228,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.136026,4182,1730394321,135679244,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.1701648,4183,1730394321,169967889,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.2080228,4184,1730394321,207790613,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.237388,4185,1730394321,237172365,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.2899966,4186,1730394321,289650917,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.3039176,4187,1730394321,303688049,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.3792298,4188,1730394321,378900527,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.4023695,4189,1730394321,402182102,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.435611,4190,1730394321,435256242,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.4694777,4191,1730394321,468944072,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.5023046,4192,1730394321,501987218,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.5362406,4193,1730394321,535516977,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.5693293,4194,1730394321,568919658,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.6052115,4195,1730394321,604967117,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.6423516,4196,1730394321,641242265,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.6747055,4197,1730394321,674398422,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.7038145,4198,1730394321,703538417,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.7396755,4199,1730394321,738934516,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.7722814,4200,1730394321,772012472,map,2.4378805541992192,-0.1446435546875,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.806908,4201,1730394321,802686691,map,2.4378994750976557,-0.14687927246093757,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.8488526,4202,1730394321,848663330,map,2.4357107543945316,-0.14462814331054674,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394321.879496,4203,1730394321,878921508,map,2.4335595703125006,-0.1468482971191407,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394321.9249244,4204,1730394321,924159765,map,2.4335595703125006,-0.1468482971191407,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394321.9402812,4205,1730394321,940026521,map,2.4335595703125006,-0.1468482971191407,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394321.987065,4206,1730394321,986778259,map,2.427049255371094,-0.14680206298828136,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394322.005697,4207,1730394322,4939079,map,2.4248791503906246,-0.14678649902343732,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394322.0497274,4208,1730394322,49488544,map,2.4161972045898437,-0.14672470092773438,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394322.0857785,4209,1730394322,85218667,map,2.414026489257813,-0.14670928955078133,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394322.1042,4210,1730394322,104007005,map,2.4075140380859374,-0.1466629028320312,0.0,0.0,0.0,0.702867088944786,0.7113212040128443
1730394322.1417744,4211,1730394322,141536951,map,2.4010009765624996,-0.1466165161132813,0.0,0.0,0.0,0.7028669942266321,0.7113212976052521
1730394322.1704636,4212,1730394322,170255899,map,2.3923156738281253,-0.1465547180175779,0.0,0.0,0.0,0.7028668995084657,0.7113213911976474
1730394322.205987,4213,1730394322,205689191,map,2.3836294555664064,-0.14649276733398442,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394322.2429252,4214,1730394322,242626190,map,2.3749417114257807,-0.14643096923828125,0.0,0.0,0.0,0.7028667100720957,0.7113215783823998
1730394322.2728417,4215,1730394322,271214008,map,2.3662527465820316,-0.14636901855468754,0.0,0.0,0.0,0.7028669942266321,0.7113212976052521
1730394322.3047335,4216,1730394322,303977251,map,2.357562866210938,-0.14630722045898437,0.0,0.0,0.0,0.7028668995084657,0.7113213911976474
1730394322.3392465,4217,1730394322,337235212,map,2.3466983032226563,-0.1462298583984376,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394322.370971,4218,1730394322,370429039,map,2.3336587524414063,-0.1461369323730468,0.0,0.0,0.0,0.702867088944786,0.7113212040128443
1730394322.4031248,4219,1730394322,402847051,map,2.3206161499023437,-0.14604400634765624,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394322.4426029,4220,1730394322,440991640,map,2.3075708007812508,-0.14595108032226545,0.0,0.0,0.0,0.702867088944786,0.7113212040128443
1730394322.4723532,4221,1730394322,471515417,map,2.2945230102539065,-0.14585830688476564,0.0,0.0,0.0,0.702867088944786,0.7113212040128443
1730394322.5385447,4222,1730394322,538345813,map,2.2814721679687504,-0.1457652282714843,0.0,0.0,0.0,0.7028669942266321,0.7113212976052521
1730394322.5499403,4223,1730394322,549436569,map,2.26624267578125,-0.14565689086914047,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394322.5724895,4224,1730394322,571888685,map,2.2488333129882814,-0.14553283691406227,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394322.6050036,4225,1730394322,604509353,map,2.2335958862304692,-0.1454243469238281,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394322.6552482,4226,1730394322,654707193,map,2.2183544921875,-0.14531585693359395,0.0,0.0,0.0,0.7028668995084657,0.7113213911976474
1730394322.6701963,4227,1730394322,669703483,map,2.200931701660157,-0.14519180297851575,0.0,0.0,0.0,0.7028669942266321,0.7113212976052521
1730394322.7470815,4228,1730394322,746753692,map,2.1835037231445313,-0.1450675964355468,0.0,0.0,0.0,0.702867088944786,0.7113212040128443
1730394322.7625134,4229,1730394322,762257337,map,2.1639062500000006,-0.1471687316894532,0.0,0.0,0.0,0.7397953947299674,0.6728319061521472
1730394322.7753665,4230,1730394322,774669885,map,2.1464822387695315,-0.1492858886718751,0.0,0.0,0.0,0.7029075324576671,0.7112812389022177
1730394322.8126297,4231,1730394322,811649322,map,2.1224813842773442,-0.14687438964843746,0.0,0.0,0.0,0.7397822244190599,0.6728463869514256
1730394322.839825,4232,1730394322,839354515,map,2.100681457519532,-0.14896133422851565,0.0,0.0,0.0,0.7029069641804868,0.7112818004887879
1730394322.8790457,4233,1730394322,878487110,map,2.0832247924804688,-0.14883773803710953,0.0,0.0,0.0,0.7029076271704868,0.7112811453044119
1730394322.9055316,4234,1730394322,905158281,map,2.061396789550781,-0.14868301391601557,0.0,0.0,0.0,0.7029073430319902,0.7112814260977914
1730394322.9365075,4235,1730394322,936194419,map,2.041758422851562,-0.15078689575195314,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394322.9741292,4236,1730394322,973788499,map,2.017718200683593,-0.1483735656738281,0.0,0.0,0.0,0.7029069641804868,0.7112818004887879
1730394323.010654,4237,1730394323,8846521,map,1.9958795166015633,-0.15046264648437502,0.0,0.0,0.0,0.7029075324576671,0.7112812389022177
1730394323.035841,4238,1730394323,35508155,map,1.9696478271484374,-0.15027725219726573,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394323.0728443,4239,1730394323,72340250,map,1.9477795410156244,-0.1501226806640623,0.0,0.0,0.0,0.7029077218832941,0.7112810517065934
1730394323.1450434,4240,1730394323,144366741,map,1.9237155151367191,-0.14995269775390607,0.0,0.0,0.0,0.7029072483191331,0.7112815196955595
1730394323.155428,4241,1730394323,155033826,map,1.8974533081054683,-0.1497669982910157,0.0,0.0,0.0,0.7029068694675799,0.7112818940865053
1730394323.1679943,4242,1730394323,167662620,map,1.8733697509765626,-0.1495968627929687,0.0,0.0,0.0,0.7029077218832941,0.7112810517065934
1730394323.2119513,4243,1730394323,211647987,map,1.8492871093749996,-0.15167312622070295,0.0,0.0,0.0,0.7029075324576671,0.7112812389022177
1730394323.2387357,4244,1730394323,237947225,map,1.8208013916015626,-0.15147232055664062,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394323.2714214,4245,1730394323,270983695,map,1.794494934082031,-0.15128692626953133,0.0,0.0,0.0,0.7029075324576671,0.7112812389022177
1730394323.3190815,4246,1730394323,318889141,map,1.768177490234375,-0.15110137939453128,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394323.3380759,4247,1730394323,337764263,map,1.739654235839844,-0.15090042114257818,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394323.3725712,4248,1730394323,372152328,map,1.7133135986328125,-0.15071472167968758,0.0,0.0,0.0,0.7029070588933815,0.7112817068910576
1730394323.4454093,4249,1730394323,444987058,map,1.686961669921875,-0.15052886962890621,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394323.4560895,4250,1730394323,455741167,map,1.6562036132812508,-0.150312042236328,0.0,0.0,0.0,0.7029068694675799,0.7112818940865053
1730394323.4729884,4251,1730394323,472349166,map,1.6254302978515622,-0.1500952148437502,0.0,0.0,0.0,0.7029073430319902,0.7112814260977914
1730394323.5141454,4252,1730394323,513777256,map,1.599041137695313,-0.14990921020507808,0.0,0.0,0.0,0.7029073430319902,0.7112814260977914
1730394323.5422592,4253,1730394323,542076110,map,1.5682458496093754,-0.151943817138672,0.0,0.0,0.0,0.6643351488874469,0.7474348198690597
1730394323.5713484,4254,1730394323,571099758,map,1.5374224853515623,-0.1494747924804687,0.0,0.0,0.0,0.7029072483191331,0.7112815196955595
1730394323.604826,4255,1730394323,604203939,map,1.5065957641601568,-0.15151031494140632,0.0,0.0,0.0,0.6643533621250717,0.747418631178748
1730394323.6414778,4256,1730394323,638953924,map,1.475743103027344,-0.14904006958007798,0.0,0.0,0.0,0.7029070588933815,0.7112817068910576
1730394323.6780093,4257,1730394323,677262067,map,1.4448846435546883,-0.15107650756835933,0.0,0.0,0.0,0.664371774013493,0.747402265111743
1730394323.7066598,4258,1730394323,706339597,map,1.4140020751953126,-0.14860488891601564,0.0,0.0,0.0,0.7029073430319902,0.7112814260977914
1730394323.742409,4259,1730394323,741133451,map,1.3786941528320313,-0.1483560180664063,0.0,0.0,0.0,0.7029072483191331,0.7112815196955595
1730394323.7737067,4260,1730394323,773060321,map,1.3477862548828128,-0.15039367675781268,0.0,0.0,0.0,0.6644006350812866,0.7473766092831532
1730394323.8061466,4261,1730394323,805789709,map,1.3146499633789062,-0.15016082763671856,0.0,0.0,0.0,0.6644111840519222,0.7473672313573312
1730394323.8398983,4262,1730394323,839745044,map,1.281493835449219,-0.14767074584960938,0.0,0.0,0.0,0.7029074377448349,0.7112813325000109
1730394323.875372,4263,1730394323,875017404,map,1.2483227539062502,-0.147436981201172,0.0,0.0,0.0,0.7029073430319902,0.7112814260977914
1730394323.9061825,4264,1730394323,905895471,map,1.212920837402344,-0.14718750000000003,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394323.9382772,4265,1730394323,937983036,map,1.1819274902343748,-0.14696899414062492,0.0,0.0,0.0,0.7029074377448349,0.7112813325000109
1730394323.970587,4266,1730394323,970196008,map,1.1464877319335938,-0.1467192077636721,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394324.0061636,4267,1730394324,5861043,map,1.11102783203125,-0.14646926879882805,0.0,0.0,0.0,0.7029072483191331,0.7112815196955595
1730394324.037086,4268,1730394324,36547899,map,1.0755477905273438,-0.1462191772460939,0.0,0.0,0.0,0.7029072483191331,0.7112815196955595
1730394324.073288,4269,1730394324,72758197,map,1.040047607421875,-0.14596893310546877,0.0,0.0,0.0,0.7029069641804868,0.7112818004887879
1730394324.1058009,4270,1730394324,105535030,map,1.0067477416992188,-0.1457341003417969,0.0,0.0,0.0,0.7029070588933815,0.7112817068910576
1730394324.13959,4271,1730394324,139377593,map,0.9712081909179688,-0.14548355102539068,0.0,0.0,0.0,0.7029069641804868,0.7112818004887879
1730394324.1751144,4272,1730394324,174712419,map,0.9356484985351563,-0.14523300170898445,0.0,0.0,0.0,0.7029072483191331,0.7112815196955595
1730394324.2064033,4273,1730394324,206111669,map,0.8956198120117187,-0.14495086669921875,0.0,0.0,0.0,0.7029069641804868,0.7112818004887879
1730394324.2429638,4274,1730394324,242600679,map,0.8600170898437502,-0.14469985961914067,0.0,0.0,0.0,0.7029070588933815,0.7112817068910576
1730394324.2745864,4275,1730394324,274199724,map,0.8243988037109373,-0.1421836853027345,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394324.3081331,4276,1730394324,307753324,map,0.7865277099609376,-0.14191604614257813,0.0,0.0,0.0,0.7029072483191331,0.7112815196955595
1730394324.3390083,4277,1730394324,338876247,map,0.7486337280273436,-0.14164825439453121,0.0,0.0,0.0,0.7029071536062634,0.7112816132933149
1730394324.3754303,4278,1730394324,374815702,map,0.7107165527343753,-0.14138031005859375,0.0,0.0,0.0,0.7029070588933815,0.7112817068910576
1730394324.4033763,4279,1730394324,403061866,map,0.6772552490234376,-0.13660858154296873,0.0,0.0,0.0,0.6617759164908753,0.749701698245817
1730394324.4384274,4280,1730394324,438194990,map,0.6370550537109372,-0.13859130859375002,0.0,0.0,0.0,0.7029072483191331,0.7112815196955595
1730394324.47147,4281,1730394324,471247911,map,0.601313781738281,-0.1360691833496095,0.0,0.0,0.0,0.6645816410426166,0.7472156598928469
1730394324.5086348,4282,1730394324,508305072,map,0.5610723876953125,-0.13578338623046893,0.0,0.0,0.0,0.6618124530529139,0.7496694451450484
1730394324.5450373,4283,1730394324,544808626,map,0.5230612182617187,-0.1309727478027345,0.0,0.0,0.0,0.7028672783810563,0.7113210168279908
1730394324.5756097,4284,1730394324,575271844,map,0.485009460449219,-0.13070114135742195,0.0,0.0,0.0,0.7028669942266321,0.7113212976052521
1730394324.6104932,4285,1730394324,610313653,map,0.44469451904296875,-0.13041320800781242,0.0,0.0,0.0,0.7028671836629273,0.7113211104204238
1730394324.645202,4286,1730394324,644919633,map,0.4088586425781249,-0.12561294555664082,0.0,0.0,0.0,0.6618208382716001,0.7496620425428224
1730394324.6712813,4287,1730394324,670749902,map,0.3707388305664061,-0.12533935546875008,0.0,0.0,0.0,0.6618322180788068,0.7496519960040704
1730394324.704617,4288,1730394324,704224586,map,0.3303634643554685,-0.12277618408203139,0.0,0.0,0.0,0.664620941747828,0.7471807035719206
1730394324.7492387,4289,1730394324,749047517,map,0.2899633789062497,-0.12021133422851538,0.0,0.0,0.0,0.7028267378830771,0.7113610732368144
1730394324.7764087,4290,1730394324,776215791,map,0.2540328979492186,-0.11767745971679666,0.0,0.0,0.0,0.6618292234074857,0.7496546398468059
1730394324.806316,4291,1730394324,806148529,map,0.2090747070312502,-0.11735229492187504,0.0,0.0,0.0,0.661843098629041,0.749642389941437
1730394324.8518028,4292,1730394324,851426124,map,0.1730996704101564,-0.11481613159179704,0.0,0.0,0.0,0.6618544781379182,0.7496323430647746
1730394324.872533,4293,1730394324,871893405,map,0.13485351562500014,-0.1122621154785155,0.0,0.0,0.0,0.6646390493021032,0.747164596419555
1730394324.9011507,4294,1730394324,900977134,map,0.09208007812499996,-0.10967376708984378,0.0,0.0,0.0,0.7027867634747993,0.7114005658450213
1730394324.9559803,4295,1730394324,954109907,map,0.053803405761718714,-0.10483871459960925,0.0,0.0,0.0,0.6646236280580116,0.7471783140770387
1730394324.9708872,4296,1730394324,970418453,map,0.013233337402343892,-0.10226303100585943,0.0,0.0,0.0,0.6618659573125231,0.7496222078825956
1730394325.003483,4297,1730394325,3182411,map,-0.025122375488281,-0.10198150634765613,0.0,0.0,0.0,0.6618771368812163,0.7496123369275106
1730394325.0508912,4298,1730394325,50646066,map,-0.0702221679687498,-0.09481018066406244,0.0,0.0,0.0,0.6618516831849549,0.7496348107346951
1730394325.0788455,4299,1730394325,77849626,map,-0.10636718750000007,-0.09454299926757814,0.0,0.0,0.0,0.6618628629416049,0.7496249399924887
1730394325.109471,4300,1730394325,108872413,map,-0.14703582763671896,-0.09196090698242188,0.0,0.0,0.0,0.6646416360637053,0.7471622953619655
1730394325.1362836,4301,1730394325,136079788,map,-0.18770980834960938,-0.08709548950195334,0.0,0.0,0.0,0.6618487884025437,0.7496373665246984
1730394325.1721606,4302,1730394325,171976804,map,-0.23067153930664075,-0.08221023559570306,0.0,0.0,0.0,0.6646263143596042,0.7471759245724989
1730394325.2231495,4303,1730394325,222904682,map,-0.2691712951660157,-0.08192214965820321,0.0,0.0,0.0,0.6618740425510443,0.749615069083552
1730394325.258257,4304,1730394325,257817268,map,-0.31445175170898443,-0.07701507568359389,0.0,0.0,0.0,0.6618492875036635,0.7496369258720471
1730394325.2718859,4305,1730394325,270590066,map,-0.3552252197265626,-0.07213928222656252,0.0,0.0,0.0,0.6646234290723666,0.7471784910769909
1730394325.3046577,4306,1730394325,304018735,map,-0.3960456848144531,-0.06954559326171861,0.0,0.0,0.0,0.6201459028563341,0.7844864939375963
1730394325.3364463,4307,1730394325,336235284,map,-0.4413865661621097,-0.06234420776367178,0.0,0.0,0.0,0.6618487884025437,0.7496373665246984
1730394325.371772,4308,1730394325,371405839,map,-0.4822348022460936,-0.057459564208984126,0.0,0.0,0.0,0.6201560354920497,0.7844784838622304
1730394325.4040184,4309,1730394325,403395175,map,-0.5231069946289062,-0.05257202148437501,0.0,0.0,0.0,0.6618348134520753,0.7496497046640229
1730394325.4339569,4310,1730394325,433602571,map,-0.5663043212890622,-0.049951629638671724,0.0,0.0,0.0,0.6646053211813623,0.7471945978507997
1730394325.4709334,4311,1730394325,470516204,map,-0.6072006225585938,-0.04277069091796859,0.0,0.0,0.0,0.6618210379186549,0.7496618662892454
1730394325.5043676,4312,1730394325,503814458,map,-0.6504783630371094,-0.04243423461914064,0.0,0.0,0.0,0.6618348134520753,0.7496497046640229
1730394325.5362847,4313,1730394325,535801887,map,-0.693730926513672,-0.03751846313476559,0.0,0.0,0.0,0.625766441473408,0.7800104875741786
1730394325.569214,4314,1730394325,568897724,map,-0.734700927734375,-0.030327301025390607,0.0,0.0,0.0,0.6618208382716001,0.7496620425428224
1730394325.6057627,4315,1730394325,605263948,map,-0.7780342102050781,-0.02769554138183583,0.0,0.0,0.0,0.620219962725502,0.784427943049441
1730394325.637589,4316,1730394325,636972427,map,-0.821366424560547,-0.022770538330078027,0.0,0.0,0.0,0.6645605472476992,0.747234420407571
1730394325.668897,4317,1730394325,668588638,map,-0.8647256469726563,-0.01784248352050799,0.0,0.0,0.0,0.620230512412189,0.784419601662856
1730394325.7056022,4318,1730394325,705058574,map,-0.9058247375488282,-0.012929687500000231,0.0,0.0,0.0,0.6617955825406414,0.7496843381915439
1730394325.7364447,4319,1730394325,736057758,map,-0.9492369079589844,-0.007995529174804616,0.0,0.0,0.0,0.625793861362007,0.7799884890699537
1730394325.7674713,4320,1730394325,767191648,map,-0.9926760864257813,-0.0030583190917967684,0.0,0.0,0.0,0.6645313931593791,0.747260347874591
1730394325.8050642,4321,1730394325,804615974,map,-1.036142578125,0.0018819427490235352,0.0,0.0,0.0,0.6202568339135903,0.7843987888717632
1730394325.8389559,4322,1730394325,837966680,map,-1.0750830078125,0.004492874145507697,0.0,0.0,0.0,0.6202777234969679,0.7843822701549411
1730394325.8715522,4323,1730394325,871255636,map,-1.1162730407714845,0.011715621948242383,0.0,0.0,0.0,0.6202671743123467,0.7843906121764698
1730394325.9029644,4324,1730394325,902707099,map,-1.1529287719726562,0.016608428955078303,0.0,0.0,0.0,0.661753754203779,0.7497212607344175
1730394325.9364057,4325,1730394325,936153650,map,-1.1919006347656251,0.021522674560546795,0.0,0.0,0.0,0.6202725011423661,0.7843863998863019
1730394325.9765384,4326,1730394325,975783586,map,-1.2263327026367188,0.024104232788085822,0.0,0.0,0.0,0.6202938081763807,0.7843695503638852
1730394326.0032997,4327,1730394326,2927780,map,-1.2607102966308594,0.031282806396484286,0.0,0.0,0.0,0.6258135948941728,0.7799726562166345
1730394326.040352,4328,1730394326,39960145,map,-1.2952133178710938,0.03156974792480449,0.0,0.0,0.0,0.6202938081763807,0.7843695503638852
1730394326.075171,4329,1730394326,74582815,map,-1.3272845458984375,0.04103317260742201,0.0,0.0,0.0,0.6202780368373696,0.7843820223699539
1730394326.1032488,4330,1730394326,103033781,map,-1.3595185852050782,0.04130348205566392,0.0,0.0,0.0,0.6202938081763807,0.7843695503638852
1730394326.1794577,4331,1730394326,178901910,map,-1.4192710876464845,0.05100700378417988,0.0,0.0,0.0,0.6202937037312519,0.7843696329609949
1730394326.2020926,4332,1730394326,201886892,map,-1.4468597412109376,0.05584213256835957,0.0,0.0,0.0,0.6616865649979367,0.749780561031847
1730394326.237155,4333,1730394326,236837387,map,-1.4698451232910157,0.060639648437499805,0.0,0.0,0.0,0.6202832591628261,0.7843778926017371
1730394326.2824445,4334,1730394326,281989812,map,-1.497531967163086,0.06087593078613285,0.0,0.0,0.0,0.6202991348633674,0.7843653378928457
1730394326.3001082,4335,1730394326,299797773,map,-1.5250704193115234,0.0703186798095703,0.0,0.0,0.0,0.6202776190501452,0.7843823527499092
1730394326.335234,4336,1730394326,334735870,map,-1.5458512115478518,0.07049743652343743,0.0,0.0,0.0,0.6258186840032836,0.7799685729261137
1730394326.365896,4337,1730394326,365560293,map,-1.5712183380126954,0.07301834106445293,0.0,0.0,0.0,0.5791526745099477,0.8152190991432761
1730394326.4040315,4338,1730394326,403608798,map,-1.5895796203613282,0.08008506774902324,0.0,0.0,0.0,0.6202777234969679,0.7843822701549411
1730394326.4372916,4339,1730394326,436992406,map,-1.6126918029785156,0.0802855682373047,0.0,0.0,0.0,0.6202938081763807,0.7843695503638852
1730394326.468793,4340,1730394326,468234300,map,-1.6311458587646486,0.08274909973144529,0.0,0.0,0.0,0.5698230085089047,0.8217674482320779
1730394326.4997284,4341,1730394326,499511003,map,-1.647207946777344,0.08979949951171884,0.0,0.0,0.0,0.6139076238948755,0.7893778748633307
1730394326.5348916,4342,1730394326,534198284,map,-1.6657126617431641,0.08996139526367175,0.0,0.0,0.0,0.6139190810406185,0.7893689643849968
1730394326.569654,4343,1730394326,569052934,map,-1.6818662261962891,0.09240676879882814,0.0,0.0,0.0,0.5791718882281821,0.8152054488815701
