Time,data
1730394320.1093853,0.0
1730394320.1449652,0.0
1730394320.1740608,0.0
1730394320.2047176,0.07288396849308922
1730394320.2415223,0.06216681785505299
1730394320.2705407,0.0
1730394320.3036084,0.06814803435712158
1730394320.3420289,0.0
1730394320.3723524,0.0
1730394320.40923,0.06051177446865249
1730394320.4434845,0.0
1730394320.469851,0.0
1730394320.5059783,0.060204337896487575
1730394320.55054,0.04862985939264506
1730394320.569291,0.12181040638395504
1730394320.6044662,0.0883769104945566
1730394320.6495986,0.06971097269599363
1730394320.6691027,0.11677499291654721
1730394320.70558,0.0
1730394320.7383192,0.0
1730394320.769333,0.0
1730394320.804749,0.0
1730394320.8396494,0.0
1730394320.8689167,0.0
1730394320.9045064,0.0
1730394320.9586215,0.0
1730394320.9686532,0.0
1730394321.0092316,0.0
1730394321.0397246,0.0
1730394321.0714629,0.0
1730394321.108327,0.0
1730394321.1357288,0.0
1730394321.1700182,0.0
1730394321.208036,0.0
1730394321.2367487,0.07793637018519434
1730394321.2897215,0.0
1730394321.303932,0.0
1730394321.3790677,0.0
1730394321.4022455,0.0
1730394321.4353335,0.0
1730394321.4689615,0.06683736008099014
1730394321.502284,0.06763711759562716
1730394321.5355837,0.0
1730394321.568986,0.0
1730394321.6049943,0.06228656318023409
1730394321.642331,0.06186945923800281
1730394321.6748183,0.0
1730394321.703783,0.0
1730394321.739656,0.0
1730394321.7721946,0.06787111202422648
1730394321.8031383,0.07314832922124279
1730394321.8489237,0.06837680871876964
1730394321.878871,0.10302914917131671
1730394321.9249294,0.0
1730394321.9402924,0.0
1730394321.9867187,0.14064209523936277
1730394322.005671,0.12069153372735214
1730394322.0493567,0.19580302547677642
1730394322.0852745,0.06110322572381812
1730394322.1039777,0.35062180413419136
1730394322.1419234,0.17377045245054545
1730394322.1702092,0.30779524763772165
1730394322.2056723,0.24585877889895524
1730394322.2429328,0.23566668951034575
1730394322.2728453,0.30490580774010173
1730394322.304171,0.26642195790421835
1730394322.3380427,0.3279203502195604
1730394322.3709567,0.3944640451613142
1730394322.4027593,0.40481902413669996
1730394322.4425771,0.3429040876627682
1730394322.471486,0.43046307021950786
1730394322.5387418,0.19550281304143124
1730394322.549442,1.389846526461633
1730394322.5719547,0.7805583457093622
1730394322.6045017,0.46849106746452496
1730394322.6545994,0.3048446156003532
1730394322.6699588,1.1672736218695843
1730394322.7466877,0.22676681322515607
1730394322.762443,1.2796836042725868
1730394322.7746618,1.4288870548216412
1730394322.8115985,0.6546173956820206
1730394322.8397658,0.7938392135223962
1730394322.8789582,0.44732228264843776
1730394322.9051268,0.8232230973324104
1730394322.93705,0.6384288437990454
1730394322.974016,0.6438951731659736
1730394323.0106378,0.6278913529426032
1730394323.035531,0.9890638317619413
1730394323.0725787,0.59638449184609
1730394323.1442966,0.33482396398724645
1730394323.1552203,2.4871174912368796
1730394323.1678116,1.9173996002732874
1730394323.211945,0.5514439357652469
1730394323.2386997,1.0877805568464856
1730394323.2717957,0.8005689743446462
1730394323.3188806,0.5502741916503289
1730394323.3379874,1.5162689528173263
1730394323.3723164,0.7704720844082017
1730394323.4452143,0.3622225060241954
1730394323.4559777,2.8826885973595227
1730394323.472981,1.8644226415457128
1730394323.5137568,0.6392396909932013
1730394323.5423303,1.0934820118536597
1730394323.5709984,1.0860002050642725
1730394323.6048076,0.9384284979641964
1730394323.6414535,0.8923716948663529
1730394323.6788788,0.8093197242080435
1730394323.7066324,1.069559457142098
1730394323.74238,1.021702923429911
1730394323.7730184,0.9760312090583947
1730394323.806129,1.0294579022901083
1730394323.8396637,0.984681811953874
